id,event_type,event_cause,latitude,longitude,requires_road_closure,priority,status,zone,corridor,junction,veh_type,hour,dayofweek,is_weekend,is_peak_hour,month,duration_mins,severity_score,address,start_datetime
FKID001403,unplanned,others,13.0359877,77.628011,False,High,active,Unknown_Zone,ORR North 1,Unknown_Junction,not_applicable,0.0,4.0,0,0,3.0,,75.0,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",2024-03-15 00:56:49.121000+00:00
FKID001404,unplanned,others,12.95291122,77.54039654,False,High,closed,Unknown_Zone,West of Chord Road,Unknown_Junction,not_applicable,0.0,4.0,0,0,3.0,4.119737566666667,65.0,"KR Market Road, Dr Rajkumar Circle, Bapuji Nagar, Bengaluru, Karnataka. Pin-560026 (India)",2024-03-15 00:58:01.956000+00:00
FKID001405,unplanned,accident,12.9863112,77.6475171,False,High,closed,Unknown_Zone,Old Madras Road,Unknown_Junction,not_applicable,0.0,4.0,0,0,3.0,41.571545316666665,65.0,"Old Madras Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",2024-03-15 00:47:15.818000+00:00
FKID001406,unplanned,vehicle_breakdown,12.9868684,77.6476655,False,High,closed,Unknown_Zone,Old Madras Road,Unknown_Junction,taxi,0.0,4.0,0,0,3.0,,65.0,"Old Madras Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",2024-03-15 00:28:22.015000+00:00
FKID001407,unplanned,vehicle_breakdown,12.9561983,77.6938667,False,High,closed,Unknown_Zone,Old Airport Road,Unknown_Junction,bmtc_bus,0.0,5.0,1,0,2.0,,65.0,"HAL Airport Road, Manjunatha Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-02-17 00:18:09.134000+00:00
FKID001408,unplanned,vehicle_breakdown,12.9580302,77.5539199,False,High,closed,Unknown_Zone,Mysore Road,Unknown_Junction,bmtc_bus,1.0,4.0,0,0,3.0,,65.0,"Mysore Road, Valmiki Nagar, Bengaluru, Karnataka. Pin-560026 (India)",2024-03-15 01:41:01.955000+00:00
FKID001409,unplanned,vehicle_breakdown,12.9782227,77.75121,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,bmtc_bus,22.0,4.0,0,0,2.0,,30.0,"Whitefield Main Road, Happy Valley, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",2024-02-16 22:58:38.831000+00:00
FKID001410,unplanned,vehicle_breakdown,12.9370003,77.5202782,False,High,closed,Unknown_Zone,Mysore Road,Unknown_Junction,ksrtc_bus,2.0,5.0,1,0,2.0,34.62066285,65.0,"Mysore Road, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",2024-02-17 02:46:23.452000+00:00
FKID001411,unplanned,others,13.1014663,77.5866177,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,1.0,5.0,1,0,2.0,1764.0597806833332,30.0,"Doddaballapur Main Road, East Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",2024-02-17 01:52:53.574000+00:00
FKID001412,unplanned,water_logging,12.8995982,77.6010296,False,High,closed,Unknown_Zone,Bannerghata Road,Unknown_Junction,not_applicable,1.0,5.0,1,0,2.0,2568.2762129999996,65.0,"Bannerghatta Main Road, Bilekahalli Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",2024-02-17 01:31:24.918000+00:00
FKID001413,unplanned,others,12.9589138,77.6043356,False,High,closed,Unknown_Zone,Hosur Road,Unknown_Junction,not_applicable,2.0,5.0,1,0,2.0,37763.05923111667,65.0,"Kadidal Manjappa Road, Police Quarters, B&C Colony, Shanti Nagar, Bengaluru, Karnataka. Pin-560025 (India)",2024-02-17 02:51:19.395000+00:00
FKID001414,unplanned,vehicle_breakdown,12.9898379,77.5719635,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,bmtc_bus,3.0,4.0,0,0,3.0,122.88383688333333,30.0,"Subedar Chatram Road, Shri Rajiv Gandhi Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",2024-03-15 03:26:40.957000+00:00
FKID001415,planned,construction,12.9387593,77.6364939,False,High,closed,Unknown_Zone,IRR(Thanisandra road),Unknown_Junction,not_applicable,2.0,4.0,0,0,3.0,,65.0,"Domlur Inner Ring Road, Jitendra Biswas Colony, Challaghatta, Bengaluru, Karnataka. Pin-560071 (India)",2024-03-15 02:26:09.024000+00:00
FKID001416,unplanned,vehicle_breakdown,13.0292025,77.5404542,False,High,closed,Unknown_Zone,Tumkur Road,Unknown_Junction,bmtc_bus,0.0,4.0,0,0,3.0,,65.0,"Vivanta By Taj Yeshwantpur Entry Road, RNS Shriniketan, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-03-15 00:21:04.019000+00:00
FKID001417,unplanned,vehicle_breakdown,12.9868362,77.647518,False,High,closed,Unknown_Zone,Old Madras Road,Unknown_Junction,taxi,0.0,4.0,0,0,3.0,,65.0,"Old Madras Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",2024-03-15 00:24:11.438000+00:00
FKID001418,unplanned,water_logging,12.9497794,77.6993219,False,High,active,Unknown_Zone,ORR East 1,Unknown_Junction,not_applicable,4.0,5.0,1,0,2.0,,75.0,"Outer Ring Road, Soulspace Paradigm, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-02-17 04:26:14.691000+00:00
FKID001419,unplanned,vehicle_breakdown,12.9255212,77.5496526,False,High,closed,Unknown_Zone,ORR West 1,Unknown_Junction,private_bus,4.0,5.0,1,0,2.0,45.38100588333334,65.0,"Dr Rajkumar Puniya Bhoomi Road, Block 6, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",2024-02-17 04:11:18.144000+00:00
FKID001420,unplanned,vehicle_breakdown,12.9305032,77.5802774,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,heavy_vehicle,3.0,5.0,1,0,2.0,27.755491966666668,30.0,"4th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",2024-02-17 03:14:19.776000+00:00
FKID001421,unplanned,congestion,13.044472,77.5829141,False,High,closed,Unknown_Zone,ORR North 2,Unknown_Junction,not_applicable,4.0,5.0,1,0,2.0,,65.0,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",2024-02-17 04:44:22.642000+00:00
FKID001422,unplanned,vehicle_breakdown,12.9276914,77.6207494,False,High,closed,Unknown_Zone,IRR(Thanisandra road),Unknown_Junction,heavy_vehicle,4.0,5.0,1,0,2.0,,65.0,"Sarjapur Marathahalli Road, Koramangala Water Tank Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",2024-02-17 04:37:06.856000+00:00
FKID001423,unplanned,vehicle_breakdown,12.91304392,77.62528618,False,High,closed,Unknown_Zone,Hosur Road,Unknown_Junction,private_car,5.0,5.0,1,0,2.0,15.762067949999999,65.0,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",2024-02-17 05:09:02.052000+00:00
FKID001424,unplanned,vehicle_breakdown,12.9959803,77.667998,False,High,closed,Unknown_Zone,ORR North 1,Unknown_Junction,heavy_vehicle,4.0,4.0,0,0,3.0,124.13244701666667,65.0,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",2024-03-15 04:49:18.703000+00:00
FKID001425,unplanned,congestion,13.0412942,77.6226947,False,High,closed,Unknown_Zone,Hennur Main Road,Unknown_Junction,not_applicable,4.0,4.0,0,0,3.0,136.03228926666668,65.0,"MBT Road, AK Colony, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",2024-03-15 04:48:30.627000+00:00
FKID001426,unplanned,vehicle_breakdown,12.9633836,77.5814857,False,High,closed,Unknown_Zone,Mysore Road,Unknown_Junction,truck,4.0,4.0,0,0,3.0,28.3823993,65.0,"Sri Narasimha Raj Wadiyar Road, Potters Colony, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",2024-03-15 04:28:57.064000+00:00
FKID001427,unplanned,vehicle_breakdown,12.9479363,77.5343203,False,High,closed,Unknown_Zone,Mysore Road,Unknown_Junction,bmtc_bus,3.0,5.0,1,0,2.0,,65.0,"Mysore Road, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",2024-02-17 03:22:55.403000+00:00
FKID001428,unplanned,vehicle_breakdown,12.9946264,77.4951019,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,bmtc_bus,5.0,4.0,0,0,3.0,,30.0,"1st Main Road, Maruthi Nagar, Madeshwara Nagar, Bengaluru, Karnataka. Pin-560091 (India)",2024-03-15 05:25:24.681000+00:00
FKID001429,unplanned,vehicle_breakdown,12.9556816,77.7160269,False,High,closed,Unknown_Zone,Varthur Road,Unknown_Junction,lcv,4.0,5.0,1,0,2.0,,65.0,"HAL Airport Road, Smartworks, Green Garden Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",2024-02-17 04:06:28.194000+00:00
FKID001430,unplanned,vehicle_breakdown,12.9943539,77.6157434,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,heavy_vehicle,4.0,5.0,1,0,2.0,,30.0,"Wheeler Road, Ranka D Paradise, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",2024-02-17 04:21:51.177000+00:00
FKID001431,unplanned,vehicle_breakdown,13.043268,77.5524725,False,High,closed,Unknown_Zone,ORR North 2,Unknown_Junction,lcv,3.0,5.0,1,0,2.0,,65.0,"Outer Ring Road, Sharadamba Nagar, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",2024-02-17 03:28:04.588000+00:00
FKID001432,unplanned,vehicle_breakdown,12.9901789,77.5037504,False,High,closed,Unknown_Zone,Magadi Road,Unknown_Junction,bmtc_bus,5.0,4.0,0,0,3.0,25.321667083333335,65.0,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",2024-03-15 05:42:14.040000+00:00
FKID001433,unplanned,road_conditions,12.9827544,77.5491868,False,High,active,Unknown_Zone,West of Chord Road,Unknown_Junction,not_applicable,5.0,4.0,0,0,3.0,,75.0,"66th Cross Road, Jedehalli, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-03-15 05:35:24.740000+00:00
FKID001434,planned,construction,13.0445334,77.5829159,False,High,closed,Unknown_Zone,ORR North 2,Unknown_Junction,not_applicable,5.0,4.0,0,0,3.0,,65.0,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",2024-03-15 05:33:31.522000+00:00
FKID001435,unplanned,pot_holes,12.9974709,77.550139,False,High,active,Unknown_Zone,West of Chord Road,Unknown_Junction,not_applicable,5.0,4.0,0,0,3.0,,75.0,"Sri B Gangaiah Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-03-15 05:38:46.869000+00:00
FKID001436,unplanned,vehicle_breakdown,13.0244407,77.5475007,False,High,closed,Unknown_Zone,Tumkur Road,Unknown_Junction,bmtc_bus,8.0,5.0,1,1,2.0,,65.0,"Mumbai Bengaluru Highway, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-02-17 08:29:27.600000+00:00
FKID001437,unplanned,vehicle_breakdown,12.9874519,77.587879,False,High,closed,Unknown_Zone,Bellary Road 1,Unknown_Junction,private_car,5.0,4.0,0,0,3.0,49.688574949999996,65.0,"Sankey Road, Dharmaprakash Devarao Shivaram Ubhayaker Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-03-15 05:52:09.129000+00:00
FKID001438,unplanned,pot_holes,12.9970649,77.5502312,False,High,active,Unknown_Zone,West of Chord Road,Unknown_Junction,not_applicable,5.0,4.0,0,0,3.0,,75.0,"Sri B Gangaiah Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-03-15 05:41:12.157000+00:00
FKID001439,unplanned,vehicle_breakdown,12.9883914,77.5741063,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,lcv,4.0,4.0,0,0,3.0,,30.0,"Padmabhushan Dr RK Srikantan Road, Swastik Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",2024-03-15 04:28:07.736000+00:00
FKID001440,unplanned,vehicle_breakdown,12.9651116,77.5969901,False,High,closed,Unknown_Zone,Mysore Road,Unknown_Junction,lcv,3.0,4.0,0,0,3.0,,65.0,"Richmond Road Flyover, Richmond Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-03-15 03:55:20.737000+00:00
FKID001441,unplanned,vehicle_breakdown,12.9802182,77.5720881,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,bmtc_bus,6.0,5.0,1,0,2.0,,30.0,"Seshadri Road, Ayurvedic Hospital Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-17 06:05:40.132000+00:00
FKID001442,unplanned,vehicle_breakdown,12.9743968,77.577995,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,bmtc_bus,10.0,5.0,1,1,2.0,,30.0,"Kempegowda Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-17 10:18:44.364000+00:00
FKID001443,unplanned,vehicle_breakdown,13.0127152,77.6993754,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,heavy_vehicle,9.0,5.0,1,1,2.0,,30.0,"MBT Road, KR Puram Extension, Bengaluru, Karnataka. Pin-560036 (India)",2024-02-17 09:15:58.044000+00:00
FKID001444,unplanned,vehicle_breakdown,12.9548263,77.5819799,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,bmtc_bus,9.0,5.0,1,1,2.0,,30.0,"Lalbagh Fort Road, Doddamavalli, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",2024-02-17 09:28:41.135000+00:00
FKID001445,unplanned,others,12.9363424,77.7054595,False,Low,active,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,19.0,5.0,1,1,2.0,,40.0,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",2024-02-17 19:08:40.409000+00:00
FKID001446,unplanned,tree_fall,12.9884191,77.5887931,True,High,closed,Unknown_Zone,Bellary Road 1,Unknown_Junction,not_applicable,16.0,5.0,1,0,2.0,141.58774876666666,85.0,"Palace Road, Dharmaprakash Devarao Shivaram Ubhayaker Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-02-17 16:45:59.579000+00:00
FKID001447,unplanned,vehicle_breakdown,13.0932487,77.59516,False,High,closed,Unknown_Zone,Bellary Road 2,Unknown_Junction,bmtc_bus,19.0,5.0,1,1,2.0,65.21049980000001,65.0,"Allalasandra Main Road, RMZ Galleria Residences, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",2024-02-17 19:23:07.740000+00:00
FKID001448,unplanned,vehicle_breakdown,12.9622663,77.5845865,False,High,closed,Unknown_Zone,Mysore Road,Unknown_Junction,private_bus,10.0,5.0,1,1,2.0,,65.0,"Model Road, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",2024-02-17 10:25:12.569000+00:00
FKID001449,unplanned,vehicle_breakdown,12.9569643,77.5737478,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,ksrtc_bus,5.0,5.0,1,0,2.0,,30.0,"KR Main Road, Professor P Shivshankar Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",2024-02-17 05:41:55.533000+00:00
FKID001450,unplanned,vehicle_breakdown,12.9840332,77.5966491,False,High,closed,Unknown_Zone,CBD 2,Unknown_Junction,bmtc_bus,5.0,5.0,1,0,2.0,,65.0,"Vidhan Vidhi Road, SG Balekundry Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-02-17 05:38:34.479000+00:00
FKID001451,unplanned,vehicle_breakdown,12.96746,77.5943113,False,High,closed,Unknown_Zone,Mysore Road,Unknown_Junction,bmtc_bus,6.0,5.0,1,0,2.0,,65.0,"Raja Ram Mohan Roy Road, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)",2024-02-17 06:04:25.774000+00:00
FKID001452,unplanned,vehicle_breakdown,12.9802533,77.5720169,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,bmtc_bus,6.0,5.0,1,0,2.0,,30.0,"Seshadri Road, Ayurvedic Hospital Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2024-02-17 06:09:12.411000+00:00
FKID001453,unplanned,vehicle_breakdown,12.9870733,77.5191717,False,High,closed,Unknown_Zone,Magadi Road,Unknown_Junction,others,6.0,5.0,1,0,2.0,,65.0,"Dr Rajkumar Puniya Bhoomi Road, Sumnahalli Junction, Kamakshipalya, Bengaluru, Karnataka. Pin-560091 (India)",2024-02-17 06:11:51.019000+00:00
FKID001454,unplanned,vehicle_breakdown,12.985737,77.6443499,False,High,closed,Unknown_Zone,Old Madras Road,Unknown_Junction,auto,3.0,4.0,0,0,3.0,,65.0,"Old Madras Road, Aveda Meta, Binnamangala, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-03-15 03:46:43.797000+00:00
FKID001455,unplanned,vehicle_breakdown,13.0538913,77.5930983,True,High,closed,Unknown_Zone,Bellary Road 1,Unknown_Junction,heavy_vehicle,19.0,5.0,1,1,2.0,,85.0,"Bellary Road, Godrej Platinum, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",2024-02-17 19:31:44.170000+00:00
FKID001456,unplanned,vehicle_breakdown,13.00821,77.6220176,False,High,closed,Unknown_Zone,Airport New South Road,Unknown_Junction,bmtc_bus,21.0,5.0,1,1,2.0,,65.0,"1st Cross Road, Old Bagalur Layout, Lingarajapuram, Bengaluru, Karnataka. Pin-560084 (India)",2024-02-17 21:13:36.702000+00:00
FKID001457,unplanned,vehicle_breakdown,12.9873507,77.5190299,False,High,closed,Unknown_Zone,Magadi Road,Unknown_Junction,bmtc_bus,7.0,4.0,0,0,3.0,,65.0,"Magadi Main Road, Sumnahalli Junction, Kamakshipalya, Bengaluru, Karnataka. Pin-560091 (India)",2024-03-15 07:19:15.887000+00:00
FKID001458,unplanned,vehicle_breakdown,12.9784305,77.5707735,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,bmtc_bus,20.0,5.0,1,1,2.0,21.79317205,30.0,"Rao Bahadur DGT Road, Majestic Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",2024-02-17 20:43:37.982000+00:00
FKID001459,unplanned,construction,13.0607191,77.4614351,False,Low,active,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,20.0,5.0,1,1,2.0,,40.0,"Mumbai Bengaluru Highway, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",2024-02-17 20:48:47.047000+00:00
FKID001460,unplanned,vehicle_breakdown,13.0820698,77.5929525,False,High,closed,Unknown_Zone,Bellary Road 2,Unknown_Junction,others,20.0,5.0,1,1,2.0,65.78450945,65.0,"Allalasandra Main Road, Yelahanka Bypass Junction, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",2024-02-17 20:42:38.872000+00:00
FKID001461,unplanned,others,12.963011,77.5664503,False,High,closed,Unknown_Zone,Mysore Road,Unknown_Junction,not_applicable,19.0,5.0,1,1,2.0,388.87556163333335,65.0,"Mysore Road, Anandpuram, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",2024-02-17 19:48:16.108000+00:00
FKID001462,planned,construction,12.9698354,77.7004398,False,High,closed,Unknown_Zone,ORR East 2,Unknown_Junction,not_applicable,21.0,5.0,1,1,2.0,,65.0,"Outer Ring Road, Central Avenue, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-02-17 21:03:21.475000+00:00
FKID001463,unplanned,pot_holes,12.9575958,77.6058473,False,High,active,Unknown_Zone,Hosur Road,Unknown_Junction,not_applicable,21.0,5.0,1,1,2.0,,75.0,"Hosur Road, Police Quarters, B&C Colony, Shanti Nagar, Bengaluru, Karnataka. Pin-560025 (India)",2024-02-17 21:28:06.572000+00:00
FKID001464,unplanned,pot_holes,12.9859142,77.5979584,False,High,active,Unknown_Zone,CBD 2,Unknown_Junction,not_applicable,8.0,4.0,0,1,3.0,,75.0,"Queens Road, Prestige Edwardian Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-03-15 08:05:47.324000+00:00
FKID001465,unplanned,vehicle_breakdown,12.9960813,77.6679244,False,High,closed,Unknown_Zone,ORR North 1,Unknown_Junction,heavy_vehicle,4.0,4.0,0,0,3.0,,65.0,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",2024-03-15 04:46:46.602000+00:00
FKID001466,unplanned,vehicle_breakdown,12.9930034,77.5954144,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,bmtc_bus,7.0,4.0,0,0,3.0,10.24884315,30.0,"Millers Road, Chavundaraya Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-03-15 07:21:16.772000+00:00
FKID001467,unplanned,vehicle_breakdown,12.9820968,77.5321708,False,High,closed,Unknown_Zone,Magadi Road,Unknown_Junction,bmtc_bus,4.0,4.0,0,0,3.0,,65.0,"G Narayana Kumar Road, Asthagrama New Extension, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",2024-03-15 04:52:42.569000+00:00
FKID001468,unplanned,vehicle_breakdown,13.0435867,77.6046833,False,High,closed,Unknown_Zone,ORR North 1,Unknown_Junction,private_bus,7.0,4.0,0,0,3.0,29.929127866666665,65.0,"MBT Road, New Layout, RT Nagar Post, Bengaluru, Karnataka. Pin-560032 (India)",2024-03-15 07:28:25.679000+00:00
FKID001469,unplanned,vehicle_breakdown,12.8999989,77.6009931,False,High,closed,Unknown_Zone,Bannerghata Road,Unknown_Junction,lcv,8.0,4.0,0,1,3.0,29.872228166666666,65.0,"Bannerghatta Main Road, Bilekahalli Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",2024-03-15 08:09:47.521000+00:00
FKID001470,unplanned,vehicle_breakdown,13.0411089,77.5457736,False,High,closed,Unknown_Zone,ORR North 2,Unknown_Junction,heavy_vehicle,10.0,4.0,0,1,3.0,9.129387033333334,65.0,"Outer Ring Road, Sharadamba Nagar, Jalahalli Village, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",2024-03-15 10:22:58.970000+00:00
FKID001471,unplanned,pot_holes,13.0100335,77.6147198,True,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,23.0,5.0,1,0,2.0,35891.490513666664,50.0,"1st Main Road, Stage 1, Pillanna Garden, Bengaluru, Karnataka. Pin-560084 (India)",2024-02-17 23:00:27.667000+00:00
FKID001472,unplanned,pot_holes,12.9841883,77.6405893,False,High,active,Unknown_Zone,Old Madras Road,Unknown_Junction,not_applicable,22.0,5.0,1,0,2.0,,75.0,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-02-17 22:28:36.553000+00:00
FKID001473,unplanned,vehicle_breakdown,12.9179413,77.6216552,False,High,closed,Unknown_Zone,ORR East 1,Unknown_Junction,private_bus,22.0,5.0,1,0,2.0,47.78352503333333,65.0,"3rd Cross Road, Central Silk Board Staff Quarters, Dollar Scheme Colony, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-17 22:25:57.762000+00:00
FKID001474,unplanned,vehicle_breakdown,12.9655016,77.7018607,False,High,closed,Unknown_Zone,ORR East 2,Unknown_Junction,bmtc_bus,7.0,4.0,0,0,3.0,,65.0,"Outer Ring Road, Anantha Ram Reddy Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2024-03-15 07:02:48.908000+00:00
FKID001475,unplanned,vehicle_breakdown,13.0008646,77.6775611,False,High,closed,Unknown_Zone,ORR East 2,Unknown_Junction,lcv,7.0,4.0,0,0,3.0,,65.0,"MBT Road, Venkatappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",2024-03-15 07:31:39.249000+00:00
FKID001476,unplanned,pot_holes,12.9840701,77.6407461,False,High,active,Unknown_Zone,Old Madras Road,Unknown_Junction,not_applicable,22.0,5.0,1,0,2.0,,75.0,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-02-17 22:26:31.527000+00:00
FKID001477,unplanned,accident,12.9435108,77.57773,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,21.0,5.0,1,1,2.0,64.67699146666666,30.0,"Church Road, Madhav Rao Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",2024-02-17 21:30:45.212098+00:00
FKID001478,unplanned,vehicle_breakdown,12.9801921,77.5704255,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,others,20.0,5.0,1,1,2.0,,30.0,"Bhashyam Main Road, Sangolli Rayanna Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",2024-02-17 20:24:46.980000+00:00
FKID001479,unplanned,pot_holes,12.9841046,77.6407372,False,High,active,Unknown_Zone,Old Madras Road,Unknown_Junction,not_applicable,22.0,5.0,1,0,2.0,,75.0,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-02-17 22:27:22.365000+00:00
FKID001480,planned,construction,12.9747826,77.5996266,True,High,closed,Unknown_Zone,Old Madras Road,Unknown_Junction,not_applicable,22.0,4.0,0,0,2.0,,85.0,"Sri ML Subbaraju Road, Golden Orchid Apartment, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-02-16 22:53:40.570000+00:00
FKID001481,planned,public_event,12.90331187,77.62725031,True,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,not_applicable,,,0,0,,,50.0,"Begur Road, Hongasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560068, India",
FKID001482,unplanned,vehicle_breakdown,12.8395554,77.6543107,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,bmtc_bus,23.0,5.0,1,0,2.0,,30.0,"Neeladri Road, Concorde Cuppertino, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",2024-02-17 23:30:01.353000+00:00
FKID001483,unplanned,vehicle_breakdown,12.9620105,77.584333,False,High,closed,Unknown_Zone,Mysore Road,Unknown_Junction,private_bus,19.0,5.0,1,1,2.0,,65.0,"Model Road, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",2024-02-17 19:49:47.826000+00:00
FKID001484,unplanned,vehicle_breakdown,12.9827698,77.519126,False,Low,closed,Unknown_Zone,Non-corridor,Unknown_Junction,private_bus,21.0,5.0,1,1,2.0,,30.0,"Dr Rajkumar Puniya Bhoomi Road, Sattva Anugraha, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",2024-02-17 21:10:56.911000+00:00
FKID001485,unplanned,vehicle_breakdown,12.9559776,77.7167132,False,High,closed,Unknown_Zone,Varthur Road,Unknown_Junction,heavy_vehicle,8.0,4.0,0,1,3.0,,65.0,"HAL Airport Road, Spectra Cypress, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)",2024-03-15 08:18:49.625000+00:00
